PNword	review
좋	한가지 팁 을 드리 자면 기본 128GB 짜리 NVME SSD 가 중국산 무명 제품 이 기 ᆫ 하 아도 240 GB 업글 해주 는 것 보다 전반 적 인 성능 이 더 좋 습니다
좋	처음 으로 사용 하 는 AMD CPU 레노버 S 340 - 14 API , 가격 도 좋 고 , 성능 또한 인텔 하고 별반 차이 가 없 네요 
차이	처음 으로 사용 하 는 AMD CPU 레노버 S 340 - 14 API , 가격 도 좋 고 , 성능 또한 인텔 하고 별반 차이 가 없 네요
필요	성능 이야 뭐 굳이 언급 하 ᆯ 필요 도 없 다고 생각 되 고 윈도우10 만 바로 설치 하 ᆫ ㅎ ㅜ 에 부팅 시간 을 재 어 보 았 는데 달랑 13 초 나오 는데 입 이 벌어지 ㅂ니다
필요	성능 이야 뭐 굳이 언급 하 ᆯ 필요 도 없 다고 생각 되 고 윈도우10 만 바로 설치 하 ᆫ ㅎ ㅜ 에 부팅 시간 을 재 어 보 았 는데 달랑 13 초 나오 는데 입 이 벌어지 ㅂ니다
만족	성능 및 마감 부분 에서 만족 하 ㅂ니다
좋	배송 은 조금 느리 었 지만 놋북 성능 좋 습니다 만족 하 아요 
만족	배송 은 조금 느리 었 지만 놋북 성능 좋 습니다 만족 하 아요
대만족	정말 성능 디자인 가격 서비스 모든 면 에서 대만족 이 ㅂ니다
좋	40 만 원 대 이 정도 성능 을 내 는 노트북 은 드물 ᆫ데 정말 좋 은 것 같 아요 번창 하 시 어요
좋	빅스마일데이 덕 에 저렴 하 ᆫ 가격 에 좋 은 성능 의 노트북 장만 하 았 습니다
좋	작 아도 성능 이 좋 아서 쓰 ᆯ 만 하 네요
좋	좋 은 성능 기대 하 겠 습니다
좋	오래 기다리 어야 하 는 단점 이 있 지만 가겨 대비 정말 성능 좋 아 요 디자인 도 이쁘 네요 행사 때 구매 잘 하 ᆫ 것 같 아요
좋	오래 기다리 어야 하 는 단점 이 있 지만 가격 대비 정말 성능 좋 아 요 디자인 도 이쁘 네요 행사 때 구매 잘 하 ᆫ 것 같 아요
좋	좋 은 성능 기대 하 겠 습니다
좋	작 지만 성능 좋 은 노트북 작 아도 성능 이 좋 아서 쓰 ᆯ 만 하 네요 
좋	작 지만 성능 좋 은 노트북 작 아도 성능 이 좋 아서 쓰 ᆯ 만 하 네요
대만족	정말 성능 디자인 가격 서비스 모든 면 에서 대만족 이 ㅂ니다
좋	좋 아요 빅스마일데이 덕 에 저렴 하 ᆫ 가격 에 좋 은 성능 의 노트북 장만 하 았 습니다 
좋	좋 아요 빅스마일데이 덕 에 저렴 하 ᆫ 가격 에 좋 은 성능 의 노트북 장만 하 았 습니다
좋	너무 저렴 하 게 사 아서 걱정 하 았 는데 성능 좋 아요 디자인 깔끔 하 고 가격 대비 성능 최고 이 ㅂ니다
좋	가격대 성능 짱 좋 네요
좋	가성비 좋 은 노트 불 40 만 원 대 이 정도 성능 을 내 는 노트북 은 드물 ᆫ데 정말 좋 은 것 같 아요 
좋	가성비 좋 은 노트 불 40 만 원 대 이 정도 성능 을 내 는 노트북 은 드물 ᆫ데 정말 좋 은 것 같 아요
만족	IPS 디스플레이 / 발열 / 소음 / 스피커 / 성능 ( CPU ) 만족 하 ㅂ니다
만족	IPS 디스플레이 / 발열 / 소음 / 스피커 / 성능 ( CPU ) 만족 하 ㅂ니다
만족	성능 , 발열 관리 , 무게 다 만족 이 ㅂ니다
좋	몇 년 만 에 노트북 바꾸 는 것 이 ᆫ데 저렴 하 ᆫ 가격 과 좋 은 성능 모두 만족 하 ㅂ니다 
만족	몇 년 만 에 노트북 바꾸 는 것 이 ᆫ데 저렴 하 ᆫ 가격 과 좋 은 성능 모두 만족 하 ㅂ니다
좋	업무 나 영상 등 을 보 는 것 에 크게 지장 이 없 고 무엇 보다 이 가격대 에 이 정도 성능 이 면 가성비 가 꽤나 좋 아 보이 ㅂ니다
필요	가볍 ᆫ 노트북 이 필요 하 아서 고르 다보니 마침 레노버 에서 가격 대비 가성비 가 높 은 노트북 이 출시 되 어 구매 하 았 습니다 무엇 보다 가성비 가 좋 고 이 동시 에 도 가볍 어서 사용 하 지 편하 ㅂ니다 성능 은 가볍 ᆫ 문서작업 이나 간단 하 ᆫ 영상 편집 사진 편집 에 도 괘 ㄴ 찬 습니다 램 이나 하드 업그레이드 하 기 에 도 편리 하 아서 만족 하 ㅂ니다 
좋	가볍 ᆫ 노트북 이 필요 하 아서 고르 다보니 마침 레노버 에서 가격 대비 가성비 가 높 은 노트북 이 출시 되 어 구매 하 았 습니다 무엇 보다 가성비 가 좋 고 이 동시 에 도 가볍 어서 사용 하 지 편하 ㅂ니다 성능 은 가볍 ᆫ 문서작업 이나 간단 하 ᆫ 영상 편집 사진 편집 에 도 괘 ㄴ 찬 습니다 램 이나 하드 업그레이드 하 기 에 도 편리 하 아서 만족 하 ㅂ니다 
만족	가볍 ᆫ 노트북 이 필요 하 아서 고르 다보니 마침 레노버 에서 가격 대비 가성비 가 높 은 노트북 이 출시 되 어 구매 하 았 습니다 무엇 보다 가성비 가 좋 고 이 동시 에 도 가볍 어서 사용 하 지 편하 ㅂ니다 성능 은 가볍 ᆫ 문서작업 이나 간단 하 ᆫ 영상 편집 사진 편집 에 도 괘 ㄴ 찬 습니다 램 이나 하드 업그레이드 하 기 에 도 편리 하 아서 만족 하 ㅂ니다
