PNword	review
깔	처음 에 윈도우 깔 는데 애먹 고 , 기가 와이파이 로 업그레이드 하 았 더니 그것 드라이버 다른 컴 에서 찾 고 옮기 어 깔 느라 좀 힘들 었 지만 다하 아 놓 으니 뿌듯 하 네요 
깔	처음 에 윈도우 깔 는데 애먹 고 , 기가 와이파이 로 업그레이드 하 았 더니 그것 드라이버 다른 컴 에서 찾 고 옮기 어 깔 느라 좀 힘들 었 지만 다하 아 놓 으니 뿌듯 하 네요
설치	예 판 이 라 기대 안 하 았 는데 생각 보다 빨리 오 았 고 , 전부 장착 하 아 주 시 어서 바로 윈도우 설치 하 고 잘 사용 하 ㅂ니다
설치	퇴근 하 고 윈도우 를 설치 하 면서 보 는데 왜 이리 좋 아 보이 지
설치	윈도우 를 설치 하 는 데 에 애 를 좀 먹 기 ᆫ 하 았 지만 좋 습니다
설치	프리도스 로 구입 하 아서 윈도우 설치 하 는게 좀 힘 이 들 었 지만 설치 하 고 나 니 뿌듯 하 니 좋 네요 
설치	프리도스 로 구입 하 아서 윈도우 설치 하 는게 좀 힘 이 들 었 지만 설치 하 고 나 니 뿌듯 하 니 좋 네요
설치	윈도우 설치 하 니 화면 도 선명 하 고 좋 습니다
설치	잘 받 아서 윈도우 설치 하 고 하드 1 tb 추가 , 랜 카드 교체 하 았 습니다
설치	얼른 윈도우 설치 하 아야 하 겠 네요
설치	ㅋ ㅜ * 에서 윈도우 받 아서 설치 하 니 잘 되 ㅂ니다
설치	윈도우 설치 에서 조금 막히 었 지만 GPT 형식 으로 바꿔주 는 법 은 검색 하 아 보 면 금방 나오 더라구요
설치	가성비 좋 다는 이야기 를 많이 들 어 구매 하 게 되 었 어요 프리도스 가 처음 이 라 윈도우 설치 하 는데 좀 애먹 었 네요 그래도 처음 하 아서 애먹 었 지만 나름 뿌듯 하 고 괜찮 네요 주 변 에 노트북 구매 예정 인 사람 이 많 은데 추천 하 아 주 어야겠 어요 마우스 꼭 주 시 어요 마우스 없 어요
깔	윈도우 깔 면서 살펴보 았 는데 특히 아랫쪽 베젤 틈 이 있 다는 말 들 이 꽤 있 었 는데요
설치	업그레이드 도 잘 되 어 있 고 윈도우 설치 하 니 짱짱 하 게 잘 돌아가 ㅂ니다
