PN,text,frequency
positive,만족,7
positive,좋,7
positive,매우,5
positive,충분,1
positive,빠릿빠릿,1
positive,필요,1
positive,훨씬,1
positive,대만족,0
positive,나쁘,0
positive,탁월,0
positive,성능도,0
negative,차이,1
