PN,text,frequency
positive,좋,142
positive,저렴,69
positive,만족,34
positive,행사,18
positive,비교,14
positive,대비,11
positive,착하,10
positive,빅스마일데이,8
positive,싸게,8
positive,마음,8
positive,최저가,7
positive,굿,4
positive,가성비,2
positive,득템,1
positive,훌륭,1
positive,이만한,0
negative,비싸,23
