PNword	review
크	그램 은 가격 때문 에 고민 을 많이 하 았었 는데 상당히 저렴 하 게 구입 하 았 습니다 우선 배송 이 엄청 빠르 고 포장 도 신경 쓰 어서 하 아 주 시 ᆫ게 보이 ㅂ니다 무게 는 두말 하 ᆯ 것 없이 가볍고 크기 도 크 어서 좋 습니다 같이 구입 하 ᆫ 윈도우 도 설치 하 아 잘 사용 하 ㅂ니다 적극 추천 
좋	그램 은 가격 때문 에 고민 을 많이 하 았었 는데 상당히 저렴 하 게 구입 하 았 습니다 우선 배송 이 엄청 빠르 고 포장 도 신경 쓰 어서 하 아 주 시 ᆫ게 보이 ㅂ니다 무게 는 두말 하 ᆯ 것 없이 가볍고 크기 도 크 어서 좋 습니다 같이 구입 하 ᆫ 윈도우 도 설치 하 아 잘 사용 하 ㅂ니다 적극 추천 
잘	그램 은 가격 때문 에 고민 을 많이 하 았었 는데 상당히 저렴 하 게 구입 하 았 습니다 우선 배송 이 엄청 빠르 고 포장 도 신경 쓰 어서 하 아 주 시 ᆫ게 보이 ㅂ니다 무게 는 두말 하 ᆯ 것 없이 가볍고 크기 도 크 어서 좋 습니다 같이 구입 하 ᆫ 윈도우 도 설치 하 아 잘 사용 하 ㅂ니다 적극 추천 
추천	그램 은 가격 때문 에 고민 을 많이 하 았었 는데 상당히 저렴 하 게 구입 하 았 습니다 우선 배송 이 엄청 빠르 고 포장 도 신경 쓰 어서 하 아 주 시 ᆫ게 보이 ㅂ니다 무게 는 두말 하 ᆯ 것 없이 가볍고 크기 도 크 어서 좋 습니다 같이 구입 하 ᆫ 윈도우 도 설치 하 아 잘 사용 하 ㅂ니다 적극 추천
잘	정말 그램 의 명성 답 게 17인치 임 에 도 너무 가볍 습니다 15인치 와 17인치 사이 에서 고민 하 았 는데 이 정도 무게 이 라면 17인치 선택 하 기 를 잘 하 ᆫ 것 같 습니다
좋	15인치 와 17인치 둘 중 어느 것 을 사 아야 하 ᆯ지 고민 하 았었 는데 집 에서 작업 하 ᆯ 일 이 많 을 것 같 아서 화질 도 더 좋 은 17인치 로 구매 하 았 습니다
크	디자인 깔끔 하 고 디스플레이 도 시원 하 게 크 어서 좋 네요 근데 디스플레이 재질 이 다소 비치 어서 저 반사 보호필름 을 붙 아야 하 ᆯ까 보 네요 추가 옵션 없이 단품 구매 하 아서 ？ 도로 윈도우 설치 를 고민 하 아야 하 구요 , , 함께 구매 하 아서 설치 하 아 달 라고 요청 하 ㄹ껄 후회 되 ㅂ니 당 전반 적 으로 만족 만족 
좋	디자인 깔끔 하 고 디스플레이 도 시원 하 게 크 어서 좋 네요 근데 디스플레이 재질 이 다소 비치 어서 저 반사 보호필름 을 붙 아야 하 ᆯ까 보 네요 추가 옵션 없이 단품 구매 하 아서 ？ 도로 윈도우 설치 를 고민 하 아야 하 구요 , , 함께 구매 하 아서 설치 하 아 달 라고 요청 하 ㄹ껄 후회 되 ㅂ니 당 전반 적 으로 만족 만족 
만족	디자인 깔끔 하 고 디스플레이 도 시원 하 게 크 어서 좋 네요 근데 디스플레이 재질 이 다소 비치 어서 저 반사 보호필름 을 붙 아야 하 ᆯ까 보 네요 추가 옵션 없이 단품 구매 하 아서 ？ 도로 윈도우 설치 를 고민 하 아야 하 구요 , , 함께 구매 하 아서 설치 하 아 달 라고 요청 하 ㄹ껄 후회 되 ㅂ니 당 전반 적 으로 만족 만족 
만족	디자인 깔끔 하 고 디스플레이 도 시원 하 게 크 어서 좋 네요 근데 디스플레이 재질 이 다소 비치 어서 저 반사 보호필름 을 붙 아야 하 ᆯ까 보 네요 추가 옵션 없이 단품 구매 하 아서 ？ 도로 윈도우 설치 를 고민 하 아야 하 구요 , , 함께 구매 하 아서 설치 하 아 달 라고 요청 하 ㄹ껄 후회 되 ㅂ니 당 전반 적 으로 만족 만족
만족	배송 도 빠르 아서 만족 스럽 었 고 파우치 , 무선마우스 사은품 도 아주 좋 았 습니다 고민 하 지 마시 고 사세 요 후회 없 습니다 
좋	배송 도 빠르 아서 만족 스럽 었 고 파우치 , 무선마우스 사은품 도 아주 좋 았 습니다 고민 하 지 마시 고 사세 요 후회 없 습니다
잘	특히 15인치 와 17인치 사이 에서 크기 와 무게 디스플레이 해상도 성능 등 으로 고민 하 았 는데 이 정도 무게 이 라면 다른 것 이 ᆯ 차지 하 고서라도 17인치 선택 하 기 를 잘 하 ᆫ 것 같 습니다
크	15인치 , 17인치 고민 을 많이 하 았 는데 이왕 크 ᆫ 게 좋 을 것 같 아서 17인치 로 고르 았 습니다 
좋	15인치 , 17인치 고민 을 많이 하 았 는데 이왕 크 ᆫ 게 좋 을 것 같 아서 17인치 로 고르 았 습니다
비싸	노트북 이 정말 사 고 싶 어서 이것저것 검색 하 아 보 고 비싸 아서 고민 하 던 중 빅스마일데이 덕분 에 인터넷 최저가 보다 훨씬 더 크게 할인 받 았 네요
좋	매번 애플 맥북 을 사용 하 다 윈도우 노트북 이 필요 하 ᆫ 시점 에 이렇게 좋 은 딜 이 나오 아 고민 없이 구매 하 게 되 었 습니다
좋	15 살 ᆯ까 17 살 ᆯ까 고민 하 다가 딱 할인 률 넘 좋 게 나오 았 길래 지르 ᆫ 그램
좋	노트북 디자인 도 깔끔 하 고 , 얇 아서 너무 예쁘 어요 프로그래밍 용 으로 사 아서 ssd , 램 추가 하 았 는데 속도 도 빠르 고 좋 아요 살 ᆯ까 말 ᆯ까 고민 하 다가 사 았 는데 비 싸게 살 ᆫ 만큼 오래 쓰 고 싶 은데 오래 쓰 ᆯ 수 있 을 것 같 아요
좋	그램 이 워낙 좋 대서 오프라인 에서 여러 번 만지 어 보 았 는데 비싸 아서 고민 하 다가 이번 기회 에 장만 하 았 는데 정말 잘 하 았 다는 생각 이 들 어요 
비싸	그램 이 워낙 좋 대서 오프라인 에서 여러 번 만지 어 보 았 는데 비싸 아서 고민 하 다가 이번 기회 에 장만 하 았 는데 정말 잘 하 았 다는 생각 이 들 어요 
잘	그램 이 워낙 좋 대서 오프라인 에서 여러 번 만지 어 보 았 는데 비싸 아서 고민 하 다가 이번 기회 에 장만 하 았 는데 정말 잘 하 았 다는 생각 이 들 어요
크	그리고 1 년 이 지나 고 지마켓 에서 빅스마일 행사 를 하 았 고 오프라인 보다 는 최소 10 - 20 만 원 저렴 하 기 에 크 ᆫ 지출 에 고민 은 하 았 으나 구매 하 기 로 결정 하 았 습니다
좋	그램 이 워낙 좋 대서 오프라인 에서 여러 번 만지 어 보 았 는데 비싸 아서 고민 하 다가 이번 기회 에 장만 하 았 는데 정말 잘 하 았 다는 생각 이 들 어요 
비싸	그램 이 워낙 좋 대서 오프라인 에서 여러 번 만지 어 보 았 는데 비싸 아서 고민 하 다가 이번 기회 에 장만 하 았 는데 정말 잘 하 았 다는 생각 이 들 어요 
잘	그램 이 워낙 좋 대서 오프라인 에서 여러 번 만지 어 보 았 는데 비싸 아서 고민 하 다가 이번 기회 에 장만 하 았 는데 정말 잘 하 았 다는 생각 이 들 어요
잘	중 딩 아들 램 영어 공부 에 필요 하 아 알아보 다 잘 알 지 도 못하 고 가격 도 천차만별 이 라 모르 고 해서 고민 만하 던 중 에 세일 하 아서 사 어 버리 었 네요
잘	처음 에 그램 15 인 지 로 고민 하 았었 는데 , 17 인 지 사기 를 잘 하 ᆫ 것 같 습니다
좋	고민 하 ᆫ 끝 에 그램 17 를 구매 하 았 는데 , 정말 가볍고 좋 습니다
크	이번 행사 때 노트북 사려 하 았 는데 LG 글 램 중 에 15인치 랑 17인치 랑 고민 하 았 는데 가격 차이 도 별로 안 나 고 아무래도 화면 이 크 ᆫ게 더 시원 하 ᆯ 것 같 고 휴대 도 가끔 하지만 집 에서 주로 사용 하 ᆯ 것 이 라서 17인치 로 구매 하 았 습니다
좋	6 인치 하 고 17인치 둘 중 에 뭘 살 ᆯ까 고민 하 시 ᆫ 분 들 이 많 을텐데 그램 으로 레포트 작성 하 시 거나 저 처럼 비즈니스 용도 로 구입 하 시 는 분 들 은 17인치 가 생산성 측면 에서 훨씬 좋 을 것 같 아요
잘	이번 에 17인치 그램 살 려고 하 았 는데 15인치 그램 이 더 잘 팔리 더라고요 그래서 고민 좀 하 았 는데 저 같 은 경우 이 는 집 에서 사용 하 는 비중 이 휴대 하 는 비중 보다 훨씬 크 어서 그냥 17인치 로 정하 았 습니다 
크	이번 에 17인치 그램 살 려고 하 았 는데 15인치 그램 이 더 잘 팔리 더라고요 그래서 고민 좀 하 았 는데 저 같 은 경우 이 는 집 에서 사용 하 는 비중 이 휴대 하 는 비중 보다 훨씬 크 어서 그냥 17인치 로 정하 았 습니다
좋	이제 좋 은 가격 으로 하 는 행사 도 얼마 안 남 았 는데 아직 망설이 고 계시 ᆫ 분 들 은 더 고민 하 지 마시 고 지르 시 기 를
크	15인치 하고 17인치 중 에 고민 이 많이 되 었 는데 17인치 화면 크 고 가방 에 속 들 이 어 가 ㅂ니다
잘	15인치 17인치 고민 하 다가 그래픽 작업 때문 에 17인치 로 결정 하 았 는데 받 고 보 니 선택 을 잘 하 ᆫ 것 같 네요 색상 도 디자인 도 좋 고 사은품 도 많이 주 시 었 내 요 가볍 어서 들 고 다니 며 사진 작업 하 지 좋 네요 
좋	15인치 17인치 고민 하 다가 그래픽 작업 때문 에 17인치 로 결정 하 았 는데 받 고 보 니 선택 을 잘 하 ᆫ 것 같 네요 색상 도 디자인 도 좋 고 사은품 도 많이 주 시 었 내 요 가볍 어서 들 고 다니 며 사진 작업 하 지 좋 네요 
좋	15인치 17인치 고민 하 다가 그래픽 작업 때문 에 17인치 로 결정 하 았 는데 받 고 보 니 선택 을 잘 하 ᆫ 것 같 네요 색상 도 디자인 도 좋 고 사은품 도 많이 주 시 었 내 요 가볍 어서 들 고 다니 며 사진 작업 하 지 좋 네요
추천	저 처럼 생각 하 시 면서 고민 하 시 는 분 들 많이 계시 ㄹ텐데요 저 는 무조건 17 추천 드리 ㅂ니다 무게 에서 좀 차이 가 있 지만 화면 보 고 화질 보 면은 그런 소리 싹 사라지 시 ᆯ 것 이 ᄇ니다
잘	델 XPS 를 고민 하 던 찰나 , 엘지 그램 시리즈 가 잘 나오 ᆫ다는 소리 에 검색 하 아 보 고 알아보 니 17인치 의 대화면 에 가볍 ᆫ 무게 가 저 를 유혹 하 더군요
좋	기존 에 쓰 던 데스크탑 이 너무 자리 를 차지 하 아서 노트북 살 려고 계속 고민 하 던 차 이 었 는데 빅스마일데이 에 좋 은 가격 에 구매 하 았 어요
좋	노트북 구매 에 대하 아 고민 이 많 았 는데 17인치 이 ᄆ 에 도 불구 하 고 저렴 하 ᆫ 가격 에 풍부 하 ᆫ 사은품 구성 도 좋 아서 만족 스럽 ᆫ 선택 이 었 다고 생각 하 ㅂ니다 
만족	노트북 구매 에 대하 아 고민 이 많 았 는데 17인치 이 ᄆ 에 도 불구 하 고 저렴 하 ᆫ 가격 에 풍부 하 ᆫ 사은품 구성 도 좋 아서 만족 스럽 ᆫ 선택 이 었 다고 생각 하 ㅂ니다
잘	살 ᆯ까 말 ᆯ까 엄청 고민 하 던 제품 이 ᆫ데 역시 사기 ㄹ 잘 하 았 다는 생각 이 들 네요
크	15인치 랑 17인치 중 에서 진짜 고민 많이 하 다가 사 았 는데 확실히 17 인 화면 이 크 고 넓 어
크	17인치 가 너무 크 지 는 않 는지 , 부담 스럽 지 는 않 는지 계속 고민 하 았 거든요
좋	고민 하 시 는 분 들 , 가격 좋 을 때 얼른 지르 시 어요
잘	역시 그램 이 네요 15인치 랑 고민 하 다가 17인치 결정 하 고 쿠폰 뿌리 ᆯ 때 결제 하 았 는데 잘 한 것 같 아요 램 업그레이드 하 ᆯ 것 이 ᆯ 싶 기 ᆫ 하 ᆫ데 제 가 게임 을 하 지 는 않 아서 괜찮 을 것 같 아요 17인치 이 지만 가볍 어요 화면 이 크 어서 노트북 치 고 영상 보 기 도 좋 아요 윈도우 설치 도 생각 보다 쉽 었 습니다 하지만 정품 없 으시 ᆫ 분 들 은 구매 하 시 거나 미리 설치 받 는게 좋 겠 죠 
크	역시 그램 이 네요 15인치 랑 고민 하 다가 17인치 결정 하 고 쿠폰 뿌리 ᆯ 때 결제 하 았 는데 잘 한 것 같 아요 램 업그레이드 하 ᆯ 것 이 ᆯ 싶 기 ᆫ 하 ᆫ데 제 가 게임 을 하 지 는 않 아서 괜찮 을 것 같 아요 17인치 이 지만 가볍 어요 화면 이 크 어서 노트북 치 고 영상 보 기 도 좋 아요 윈도우 설치 도 생각 보다 쉽 었 습니다 하지만 정품 없 으시 ᆫ 분 들 은 구매 하 시 거나 미리 설치 받 는게 좋 겠 죠 
좋	역시 그램 이 네요 15인치 랑 고민 하 다가 17인치 결정 하 고 쿠폰 뿌리 ᆯ 때 결제 하 았 는데 잘 한 것 같 아요 램 업그레이드 하 ᆯ 것 이 ᆯ 싶 기 ᆫ 하 ᆫ데 제 가 게임 을 하 지 는 않 아서 괜찮 을 것 같 아요 17인치 이 지만 가볍 어요 화면 이 크 어서 노트북 치 고 영상 보 기 도 좋 아요 윈도우 설치 도 생각 보다 쉽 었 습니다 하지만 정품 없 으시 ᆫ 분 들 은 구매 하 시 거나 미리 설치 받 는게 좋 겠 죠 
